table,cell,printed,regenerated,tolerance,source,status
Table 14,fiqa budget 0 rerank stage,0.0,0.0,0.5,released aggregate,PASS
Table 14,fiqa budget 0 filter stage,28.0,28.0,0.5,released aggregate,PASS
Table 14,fiqa budget 0 retrieve+fuse stage,11.0,11.0,0.5,released aggregate,PASS
Table 14,fiqa budget 10 nDCG@10,0.417,0.417,0.0005,released aggregate,PASS
Table 14,fiqa budget 10 p50 latency,76.0,76.0,0.5,released aggregate,PASS
Table 14,fiqa budget 10 p95 latency,80.0,80.0,0.5,released aggregate,PASS
Table 14,fiqa budget 10 p99 latency,83.0,83.0,0.5,released aggregate,PASS
Table 14,fiqa budget 10 rerank stage,34.0,34.0,0.5,released aggregate,PASS
Table 14,fiqa budget 10 filter stage,30.0,30.0,0.5,released aggregate,PASS
Table 14,fiqa budget 10 retrieve+fuse stage,12.0,12.0,0.5,released aggregate,PASS
Table 14,fiqa budget 50 nDCG@10,0.39,0.39,0.0005,released aggregate,PASS
Table 14,fiqa budget 50 p50 latency,242.0,242.0,0.5,released aggregate,PASS
Table 14,fiqa budget 50 p95 latency,248.0,248.0,0.5,released aggregate,PASS
Table 14,fiqa budget 50 p99 latency,253.0,253.0,0.5,released aggregate,PASS
Table 14,fiqa budget 50 rerank stage,192.0,192.0,0.5,released aggregate,PASS
Table 14,fiqa budget 50 filter stage,36.0,36.0,0.5,released aggregate,PASS
Table 14,fiqa budget 50 retrieve+fuse stage,13.0,13.0,0.5,released aggregate,PASS
Table 14,fiqa budget 100 nDCG@10,0.386,0.386,0.0005,released aggregate,PASS
Table 14,fiqa budget 100 p50 latency,447.0,447.0,0.5,released aggregate,PASS
Table 14,fiqa budget 100 p95 latency,461.0,461.0,0.5,released aggregate,PASS
Table 14,fiqa budget 100 p99 latency,465.0,465.0,0.5,released aggregate,PASS
Table 14,fiqa budget 100 rerank stage,399.0,399.0,0.5,released aggregate,PASS
Table 14,fiqa budget 100 filter stage,35.0,35.0,0.5,released aggregate,PASS
Table 14,fiqa budget 100 retrieve+fuse stage,13.0,13.0,0.5,released aggregate,PASS
